,Model,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Seats,Price,Company
3139,Audi A4 New 2.0 TDI Multitronic,Delhi,2012,69000,Diesel,Automatic,5.0,10.25,Audi
3140,Ford Endeavour Titanium 4X2,Coimbatore,2019,14648,Diesel,Manual,7.0,27.36,Ford
3141,Ford Ecosport 1.5 Ti VCT MT Titanium,Hyderabad,2013,100000,Petrol,Manual,5.0,6.5,Ford
3142,Hyundai Grand i10 Magna,Jaipur,2016,22000,Petrol,Manual,5.0,4.25,Hyundai
3143,Chevrolet Sail 1.2 LS,Mumbai,2014,10000,Petrol,Manual,5.0,5.5,Chevrolet
3144,Maruti Swift Dzire LXI,Kolkata,2015,107000,Petrol,Manual,5.0,4.0,Maruti
3145,Tata Zest Revotron 1.2T XM,Kochi,2017,48198,Petrol,Manual,5.0,4.65,Tata
3146,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Delhi,2015,15000,Diesel,Automatic,5.0,28.5,Mercedes-Benz
3147,Chevrolet Cruze LTZ,Coimbatore,2014,80073,Diesel,Manual,5.0,7.11,Chevrolet
3148,Maruti Ritz VDi,Hyderabad,2013,85388,Diesel,Manual,5.0,3.9,Maruti
3149,Hyundai Grand i10 1.2 Kappa Sportz Option,Jaipur,2017,14700,Petrol,Manual,5.0,5.6,Hyundai
3150,Maruti Dzire LDI,Pune,2012,150000,Diesel,Manual,5.0,2.25,Maruti
3151,Hyundai Verna 1.6 SX,Kolkata,2011,34994,Diesel,Manual,5.0,3.9,Hyundai
3152,Jaguar XF Diesel,Coimbatore,2014,82536,Diesel,Automatic,5.0,28.63,Jaguar
3153,Skoda Superb Elegance 1.8 TSI AT,Delhi,2013,82000,Petrol,Automatic,5.0,7.25,Skoda
3154,Maruti Wagon R LXI,Pune,2006,52000,Petrol,Manual,5.0,2.0,Maruti
3155,Volkswagen Polo Petrol Highline 1.2L,Mumbai,2011,20000,Petrol,Manual,5.0,3.5,Volkswagen
3156,Honda Civic 2010-2013 1.8 S MT,Hyderabad,2011,55000,Petrol,Manual,5.0,5.0,Honda
3157,Maruti Eeco CNG 5 Seater AC,Ahmedabad,2015,47001,CNG,Manual,5.0,3.72,Maruti
3158,Maruti Wagon R VXI,Chennai,2014,52000,Petrol,Manual,5.0,3.45,Maruti
3159,Maruti Swift Dzire VDI,Kolkata,2013,43284,Diesel,Manual,5.0,4.5,Maruti
3160,Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2018,23875,Petrol,Automatic,5.0,14.36,Hyundai
3161,Hyundai Grand i10 Asta,Bangalore,2016,51866,Petrol,Manual,5.0,5.5,Hyundai
3162,Nissan Micra Diesel XV Premium,Mumbai,2013,69000,Diesel,Manual,5.0,3.0,Nissan
3163,Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2017,62788,Petrol,Manual,5.0,6.08,Hyundai
3164,Volkswagen Vento Diesel Highline,Chennai,2013,150000,Diesel,Manual,5.0,5.0,Volkswagen
3165,Toyota Fortuner 4x2 AT,Kochi,2015,47566,Diesel,Automatic,7.0,20.25,Toyota
3166,Hyundai Santro GS zipDrive - Euro II,Chennai,2002,67000,Petrol,Manual,5.0,1.2,Hyundai
3167,Toyota Innova Crysta 2.8 GX AT,Pune,2018,20300,Diesel,Automatic,7.0,18.0,Toyota
3168,Mercedes-Benz A Class A180 CDI,Pune,2015,48300,Diesel,Automatic,5.0,17.5,Mercedes-Benz
3169,Hyundai EON D Lite,Pune,2013,30000,Petrol,Manual,5.0,2.1,Hyundai
3170,Hyundai Elantra CRDi SX,Bangalore,2012,36000,Diesel,Manual,5.0,7.5,Hyundai
3171,Mini Cooper 3 DOOR D,Kochi,2015,27641,Diesel,Automatic,4.0,24.77,Mini
3172,Renault Duster 110PS Diesel RXZ Option,Bangalore,2015,60000,Diesel,Manual,5.0,8.65,Renault
3173,Ford Endeavour 3.2 Titanium AT 4X4,Chennai,2019,9000,Diesel,Automatic,7.0,35.5,Ford
3174,Toyota Corolla Altis GL MT,Delhi,2014,60750,Petrol,Manual,5.0,10.5,Toyota
3175,Mahindra XUV500 W7,Delhi,2018,9000,Diesel,Manual,7.0,13.0,Mahindra
3176,BMW 7 Series 730Ld Design Pure Excellence CBU,Kolkata,2012,41100,Diesel,Automatic,5.0,26.5,BMW
3177,Maruti Wagon R LX BSIII,Ahmedabad,2004,60000,Petrol,Manual,5.0,1.4,Maruti
3178,Honda City i VTEC SV,Kochi,2017,38424,Petrol,Manual,5.0,7.51,Honda
3179,Maruti Swift VDI,Delhi,2014,50000,Diesel,Manual,5.0,4.3,Maruti
3180,Honda City i-VTEC CVT VX,Mumbai,2015,19000,Petrol,Automatic,5.0,8.95,Honda
3181,Maruti Ertiga VDI,Kochi,2015,58734,Diesel,Manual,7.0,6.91,Maruti
3182,Renault Duster 110PS Diesel RxZ,Coimbatore,2016,65257,Diesel,Manual,5.0,9.75,Renault
3183,Maruti Swift Dzire VDi,Jaipur,2010,130000,Diesel,Manual,5.0,4.0,Maruti
3184,Maruti Ritz VDi,Hyderabad,2011,79000,Diesel,Manual,5.0,3.65,Maruti
3185,Mahindra XUV500 W8 4WD,Chennai,2013,78000,Diesel,Manual,7.0,10.75,Mahindra
3186,Honda Brio S MT,Kochi,2015,49133,Petrol,Manual,5.0,4.51,Honda
3187,Mercedes-Benz M-Class ML 350 4Matic,Coimbatore,2016,22769,Diesel,Automatic,5.0,49.22,Mercedes-Benz
3188,Tata Manza Club Class Quadrajet90 LS,Coimbatore,2014,54448,Diesel,Manual,5.0,3.7,Tata
3189,Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,2014,158793,Diesel,Manual,7.0,12.99,Toyota
3190,Maruti Swift VXI,Delhi,2015,62088,Petrol,Manual,5.0,4.15,Maruti
3191,Hyundai Verna 1.6 EX VTVT,Kolkata,2012,14800,Petrol,Manual,5.0,4.4,Hyundai
3192,Honda Mobilio S i VTEC,Kolkata,2015,26000,Petrol,Manual,7.0,4.25,Honda
3193,Honda Amaze S i-Vtech,Mumbai,2017,32005,Petrol,Manual,5.0,4.25,Honda
3194,Honda City i-VTEC CVT VX,Jaipur,2017,35000,Petrol,Automatic,5.0,7.7,Honda
3195,Land Rover Range Rover 2.2L Dynamic,Pune,2015,52000,Diesel,Automatic,5.0,39.75,Land
3196,Honda City i-VTEC V,Mumbai,2017,11000,Petrol,Manual,5.0,8.5,Honda
3197,Mercedes-Benz E-Class 280 Elegance,Jaipur,2008,62000,Petrol,Automatic,5.0,7.0,Mercedes-Benz
3198,Ford Ikon 1.3 Flair,Chennai,2002,65134,Petrol,Manual,5.0,0.8,Ford
3199,Toyota Fortuner 4x2 Manual,Delhi,2013,71000,Diesel,Manual,7.0,15.25,Toyota
3200,Maruti A-Star Vxi,Hyderabad,2008,51366,Petrol,Manual,5.0,2.25,Maruti
3201,Tata Sumo EX,Kolkata,2016,46300,Diesel,Manual,7.0,4.85,Tata
3202,Honda City V AT,Coimbatore,2012,60908,Petrol,Automatic,5.0,6.42,Honda
3203,Nissan Micra XV D,Chennai,2012,93450,Diesel,Manual,5.0,2.5,Nissan
3204,Hyundai Verna SX CRDi AT,Hyderabad,2011,104000,Diesel,Automatic,5.0,5.75,Hyundai
3205,Maruti 800 Std,Pune,2003,52000,Petrol,Manual,4.0,0.5,Maruti
3206,Mahindra XUV500 W8 4WD,Coimbatore,2015,42999,Diesel,Manual,7.0,11.52,Mahindra
3207,Maruti SX4 VDI,Delhi,2014,90000,Diesel,Manual,5.0,4.5,Maruti
3208,Hyundai i20 Sportz AT 1.4,Bangalore,2013,72000,Petrol,Automatic,5.0,4.75,Hyundai
3209,Hyundai Creta 1.6 CRDi SX,Coimbatore,2019,54321,Diesel,Manual,5.0,13.54,Hyundai
3210,Mercedes-Benz E-Class E250 CDI Avantgrade,Kochi,2015,59630,Diesel,Automatic,5.0,23.41,Mercedes-Benz
3211,Toyota Fortuner 4x2 AT,Hyderabad,2013,116000,Diesel,Automatic,7.0,19.25,Toyota
3212,Volvo S60 D4 KINETIC,Ahmedabad,2015,34000,Diesel,Automatic,5.0,20.0,Volvo
3213,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Delhi,2011,70000,Diesel,Automatic,5.0,13.0,Mercedes-Benz
3214,Honda Accord 2.4 Elegance M/T,Chennai,2010,80000,Petrol,Manual,5.0,3.99,Honda
3215,Honda Amaze S i-Dtech,Pune,2015,110000,Diesel,Manual,5.0,4.65,Honda
3216,Maruti Dzire ZDI,Ahmedabad,2013,56454,Diesel,Manual,5.0,4.65,Maruti
3217,Maruti Swift LXI,Kolkata,2013,60000,Petrol,Manual,5.0,3.15,Maruti
3218,Toyota Corolla Altis G HV AT,Delhi,2013,56000,Petrol,Automatic,5.0,8.25,Toyota
3219,Land Rover Range Rover Vogue SE 4.4 SDV8,Bangalore,2012,63000,Diesel,Automatic,5.0,65.0,Land
3220,Maruti Swift VDI,Chennai,2012,63000,Diesel,Manual,5.0,4.5,Maruti
3221,Jeep Compass 2.0 Limited Option 4X4,Kolkata,2017,15050,Diesel,Manual,5.0,17.5,Jeep
3222,Maruti Swift VXI BSIV,Mumbai,2016,29401,Petrol,Manual,5.0,4.31,Maruti
3223,Honda Jazz 1.2 SV i VTEC,Kochi,2016,25238,Petrol,Manual,5.0,6.2,Honda
3224,Toyota Etios GD,Chennai,2011,79000,Diesel,Manual,5.0,4.67,Toyota
3225,Volkswagen Polo Petrol Trendline 1.2L,Kochi,2011,58752,Petrol,Manual,5.0,3.32,Volkswagen
3226,Honda Civic 2006-2010 1.8 V AT,Delhi,2011,62000,Petrol,Automatic,5.0,3.75,Honda
3227,Toyota Etios G SP,Bangalore,2013,132000,Petrol,Manual,5.0,4.7,Toyota
3228,Hyundai Verna 1.6 SX VTVT,Chennai,2016,51000,Petrol,Manual,5.0,6.5,Hyundai
3229,Toyota Innova 2.5 G4 Diesel 8-seater,Hyderabad,2009,185200,Diesel,Manual,8.0,7.25,Toyota
3230,Maruti SX4 S Cross DDiS 320 Zeta,Coimbatore,2016,61717,Diesel,Manual,5.0,8.94,Maruti
3231,Ford Freestyle Titanium Plus Petrol,Kolkata,2018,8896,Petrol,Manual,5.0,7.34,Ford
3232,Maruti Baleno Alpha 1.2,Delhi,2016,17000,Petrol,Manual,5.0,6.9,Maruti
3233,Honda Jazz V,Mumbai,2016,31378,Petrol,Manual,5.0,5.9,Honda
3234,Hyundai Verna 1.6 CRDi EX AT,Pune,2013,114000,Diesel,Automatic,5.0,6.75,Hyundai
3235,Honda Amaze VX i-DTEC,Ahmedabad,2014,81000,Diesel,Manual,5.0,4.1,Honda
3236,Audi Q3 30 TDI Premium FWD,Mumbai,2017,31000,Diesel,Automatic,5.0,27.0,Audi
3237,Skoda Rapid 2013-2016 1.6 MPI Ambition,Mumbai,2014,35000,Petrol,Manual,5.0,4.5,Skoda
3238,Audi A4 2.0 TDI 177 Bhp Premium Plus,Kolkata,2013,60001,Diesel,Automatic,5.0,14.5,Audi
3239,Maruti Swift Dzire VDI,Jaipur,2014,75074,Diesel,Manual,5.0,5.25,Maruti
3240,Tata Indica Vista Quadrajet LS,Kolkata,2012,80000,Diesel,Manual,5.0,1.2,Tata
3241,Toyota Innova 2.5 G (Diesel) 8 Seater,Jaipur,2006,147350,Diesel,Manual,8.0,4.95,Toyota
3242,Renault Duster 110PS Diesel RxZ Plus,Hyderabad,2013,60000,Diesel,Manual,5.0,7.5,Renault
3243,Mercedes-Benz E-Class E400 Cabriolet,Kolkata,2015,7501,Petrol,Automatic,4.0,48.0,Mercedes-Benz
3244,Honda Amaze S i-Dtech,Delhi,2015,58000,Diesel,Manual,5.0,4.45,Honda
3245,Mercedes-Benz GLE 350d,Coimbatore,2018,29277,Diesel,Automatic,5.0,59.65,Mercedes-Benz
3246,Maruti Ritz VDi,Kochi,2015,57034,Diesel,Manual,5.0,4.38,Maruti
3247,Maruti Ciaz ZDi Plus SHVS,Kochi,2016,40810,Diesel,Manual,5.0,7.9,Maruti
3248,Hyundai Santro Xing GL,Bangalore,2008,35268,Petrol,Manual,5.0,1.88,Hyundai
3249,Maruti Baleno Delta CVT,Coimbatore,2018,34630,Petrol,Automatic,5.0,7.29,Maruti
3250,Ford Fiesta Diesel Titanium Plus,Hyderabad,2012,45122,Diesel,Manual,5.0,6.0,Ford
3251,Mahindra XUV500 W8 2WD,Chennai,2011,126000,Diesel,Manual,7.0,6.7,Mahindra
3252,Maruti Alto LXi,Jaipur,2009,63000,Petrol,Manual,5.0,1.5,Maruti
3253,Mini Cooper 3 DOOR D,Kochi,2016,32298,Diesel,Automatic,4.0,23.8,Mini
3254,Mahindra XUV500 W8 4WD,Kochi,2014,63288,Diesel,Manual,7.0,7.77,Mahindra
3255,Hyundai Santro Xing GLS,Coimbatore,2012,43337,Petrol,Manual,5.0,3.32,Hyundai
3256,Maruti Swift VDI,Kochi,2015,46561,Diesel,Manual,5.0,4.94,Maruti
3257,Mercedes-Benz A Class A180 CDI,Delhi,2013,34000,Diesel,Automatic,5.0,11.0,Mercedes-Benz
3258,Renault KWID RXT,Hyderabad,2016,48000,Petrol,Manual,5.0,3.4,Renault
3259,Maruti Swift VDI,Kochi,2013,56263,Diesel,Manual,5.0,4.17,Maruti
3260,Maruti Zen LXI,Hyderabad,2005,84060,Petrol,Manual,5.0,1.25,Maruti
3261,Hyundai Grand i10 Magna AT,Mumbai,2016,9000,Petrol,Automatic,5.0,5.45,Hyundai
3262,Tata Manza Aura Quadrajet BS IV,Jaipur,2012,79000,Diesel,Manual,5.0,2.59,Tata
3263,Mahindra XUV500 W10 AWD,Pune,2015,87900,Diesel,Manual,7.0,12.01,Mahindra
3264,Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,2010,72425,Petrol,Manual,5.0,2.45,Maruti
3265,Audi Q3 35 TDI Quattro Premium Plus,Bangalore,2015,38000,Diesel,Automatic,5.0,29.0,Audi
3266,Ford Fiesta 1.4 SXi TDCi,Hyderabad,2008,83000,Diesel,Manual,5.0,2.4,Ford
3267,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Hyderabad,2010,107000,Diesel,Automatic,5.0,11.99,Mercedes-Benz
3268,Honda City i VTEC CVT VX,Delhi,2015,51000,Petrol,Automatic,5.0,7.9,Honda
3269,Toyota Innova 2.5 GX 7 STR,Pune,2010,140000,Diesel,Manual,7.0,6.25,Toyota
3270,Chevrolet Beat LT,Pune,2011,48000,Petrol,Manual,5.0,1.8,Chevrolet
3271,Maruti Wagon R LXI CNG,Delhi,2013,62000,CNG,Manual,5.0,2.8,Maruti
3272,Honda Jazz 1.2 S i VTEC,Mumbai,2015,31000,Petrol,Manual,5.0,4.9,Honda
3273,Nissan Micra XL Primo,Jaipur,2010,75055,Petrol,Manual,5.0,2.25,Nissan
3274,Maruti Ciaz AT ZXi,Coimbatore,2017,51210,Petrol,Automatic,5.0,8.89,Maruti
3275,Toyota Fortuner 4x2 AT,Mumbai,2012,87000,Diesel,Automatic,7.0,15.0,Toyota
3276,Ford Aspire Ambiente Diesel,Kolkata,2018,17000,Diesel,Manual,5.0,5.65,Ford
3277,Maruti Ertiga ZDI,Jaipur,2014,57000,Diesel,Manual,7.0,7.0,Maruti
3278,Maruti Alto 800 LXI,Hyderabad,2016,9370,Petrol,Manual,5.0,2.95,Maruti
3279,Honda Brio V MT,Chennai,2013,53226,Petrol,Manual,5.0,3.3,Honda
3280,Hyundai Verna Transform CRDi VGT SX ABS,Hyderabad,2010,120000,Diesel,Manual,5.0,3.5,Hyundai
3281,Honda City 1.5 GXI,Jaipur,2007,75055,Petrol,Manual,5.0,2.3,Honda
3282,Hyundai Creta 1.6 CRDi SX,Coimbatore,2017,37247,Diesel,Manual,5.0,13.69,Hyundai
3283,Toyota Etios Liva GD,Delhi,2013,64000,Diesel,Manual,5.0,3.1,Toyota
3284,Hyundai Sonata Transform 2.4 GDi MT,Mumbai,2014,12000,Petrol,Manual,5.0,12.75,Hyundai
3285,Hyundai Creta 1.6 CRDi SX Option,Pune,2017,40158,Diesel,Manual,5.0,13.75,Hyundai
3286,Honda Jazz 1.2 SV i VTEC,Chennai,2017,11000,Petrol,Manual,5.0,6.75,Honda
3287,Volkswagen Vento Diesel Comfortline,Chennai,2014,70010,Diesel,Manual,5.0,5.25,Volkswagen
3288,Mahindra XUV500 W6 2WD,Mumbai,2015,82000,Diesel,Manual,7.0,8.75,Mahindra
3289,Mahindra TUV 300 2015-2019 T8,Kochi,2017,57259,Diesel,Manual,7.0,8.87,Mahindra
3290,Honda Accord 2001-2003 2.3 VTi L AT,Bangalore,2010,84000,Petrol,Automatic,5.0,6.5,Honda
3291,Maruti Ertiga VDI,Pune,2012,168000,Diesel,Manual,7.0,4.5,Maruti
3292,Mahindra Ssangyong Rexton RX5,Hyderabad,2012,73670,Diesel,Manual,7.0,12.5,Mahindra
3293,Toyota Fortuner 4x2 AT,Delhi,2014,89540,Diesel,Automatic,7.0,16.8,Toyota
3294,Maruti Ertiga ZDI,Hyderabad,2016,85423,Diesel,Manual,7.0,8.75,Maruti
3295,Hyundai Elantra CRDi SX AT,Pune,2013,48823,Diesel,Automatic,5.0,8.5,Hyundai
3296,Hyundai i10 Magna 1.2,Kolkata,2011,35082,Petrol,Manual,5.0,2.21,Hyundai
3297,Maruti Omni MPI STD BSIV,Jaipur,2012,126000,Petrol,Manual,5.0,1.6,Maruti
3298,Honda Amaze VX AT i-Vtech,Delhi,2016,19000,Petrol,Automatic,5.0,6.25,Honda
3299,Honda Civic 2006-2010 1.8 V AT,Mumbai,2007,69000,Petrol,Automatic,5.0,2.25,Honda
3300,Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,29836,Diesel,Automatic,5.0,25.75,Mercedes-Benz
3301,Skoda Superb 1.8 TFSI MT,Ahmedabad,2010,48002,Petrol,Manual,5.0,6.75,Skoda
3302,Maruti Ciaz ZDi Plus SHVS,Ahmedabad,2015,52324,Diesel,Manual,5.0,6.25,Maruti
3303,Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,2013,65000,Diesel,Manual,5.0,5.1,Ford
3304,Mercedes-Benz M-Class ML 320 CDI,Mumbai,2009,66000,Diesel,Automatic,5.0,10.75,Mercedes-Benz
3305,Hyundai Grand i10 CRDi Sportz,Hyderabad,2016,75700,Diesel,Manual,5.0,5.7,Hyundai
3306,Volkswagen Vento Diesel Breeze,Bangalore,2013,43000,Diesel,Manual,5.0,5.95,Volkswagen
3307,Chevrolet Beat Diesel LT,Kochi,2012,42706,Diesel,Manual,5.0,2.4,Chevrolet
3308,Mahindra Quanto C6,Mumbai,2013,35000,Diesel,Manual,7.0,3.49,Mahindra
3309,Hyundai i10 Asta 1.2 AT with Sunroof,Hyderabad,2011,54348,Petrol,Automatic,5.0,4.0,Hyundai
3310,Toyota Etios Liva 1.4 GD,Delhi,2013,84000,Diesel,Manual,5.0,3.85,Toyota
3311,Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,2010,63298,Petrol,Automatic,5.0,3.95,Toyota
3312,Hyundai i10 Magna 1.2,Jaipur,2013,75049,Petrol,Manual,5.0,3.0,Hyundai
3313,Ford Figo Aspire 1.2 Ti-VCT Titanium,Kochi,2018,24237,Petrol,Manual,5.0,6.7,Ford
3314,Maruti Ritz ZXi,Coimbatore,2016,22767,Petrol,Manual,5.0,6.14,Maruti
3315,Hyundai i20 Sportz AT 1.4,Bangalore,2012,58000,Petrol,Automatic,5.0,4.4,Hyundai
3316,Maruti Swift Dzire LDI,Pune,2017,57000,Diesel,Manual,5.0,4.25,Maruti
3317,BMW 7 Series 2007-2012 750Li,Kochi,2010,50161,Petrol,Automatic,5.0,25.93,BMW
3318,Maruti S Cross DDiS 320 Alpha,Kolkata,2016,45000,Diesel,Manual,5.0,7.0,Maruti
3319,Toyota Fortuner 4x4 AT,Coimbatore,2017,68319,Diesel,Automatic,7.0,25.12,Toyota
3320,Hyundai EON 1.0 Magna Plus Option O,Kochi,2017,30711,Petrol,Manual,5.0,4.45,Hyundai
3321,Hyundai i20 1.4 CRDi Magna,Kolkata,2011,38277,Diesel,Manual,5.0,2.4,Hyundai
3322,Volkswagen Vento Diesel Highline,Pune,2012,115000,Diesel,Manual,5.0,4.33,Volkswagen
3323,Maruti Swift Dzire VXi AT,Coimbatore,2017,46849,Petrol,Automatic,5.0,6.93,Maruti
3324,Hyundai i20 Magna 1.4 CRDi,Ahmedabad,2014,64000,Diesel,Manual,5.0,4.25,Hyundai
3325,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Pune,2010,130923,Diesel,Automatic,5.0,12.5,Mercedes-Benz
3326,Hyundai Grand i10 Sportz,Chennai,2015,15000,Petrol,Manual,5.0,4.9,Hyundai
3327,Hyundai i20 1.4 CRDi Sportz,Mumbai,2014,32720,Diesel,Manual,5.0,4.5,Hyundai
3328,Renault KWID RXT,Jaipur,2016,12500,Petrol,Manual,5.0,3.0,Renault
3329,Hyundai Xcent 1.2 Kappa AT SX Option,Chennai,2015,59800,Petrol,Automatic,5.0,5.8,Hyundai
3330,Volkswagen Vento Petrol Highline,Pune,2011,54211,Petrol,Manual,5.0,3.33,Volkswagen
3331,Chevrolet Cruze LTZ AT,Kochi,2015,62242,Diesel,Automatic,5.0,6.62,Chevrolet
3332,Nissan Terrano XL 110 PS,Mumbai,2015,54000,Diesel,Manual,5.0,5.75,Nissan
3333,Hyundai Verna 1.6 SX,Hyderabad,2012,65000,Diesel,Manual,5.0,6.2,Hyundai
3334,Maruti Celerio VXI AMT,Chennai,2015,55000,Petrol,Automatic,5.0,3.5,Maruti
3335,Maruti Wagon R LXI,Pune,2010,71000,Petrol,Manual,5.0,2.0,Maruti
3336,Hyundai i20 Magna Optional 1.4 CRDi,Chennai,2012,70000,Diesel,Manual,5.0,4.0,Hyundai
3337,Audi A4 1.8 TFSI,Mumbai,2011,53000,Petrol,Automatic,5.0,9.5,Audi
3338,BMW X1 sDrive20d,Mumbai,2013,43000,Diesel,Automatic,5.0,17.5,BMW
3339,Skoda Rapid 1.6 MPI AT Elegance Plus,Mumbai,2015,54000,Petrol,Automatic,5.0,6.11,Skoda
3340,Hyundai i10 Magna,Ahmedabad,2014,51000,Petrol,Manual,5.0,3.75,Hyundai
3341,Mitsubishi Pajero 2.8 GLX CRZ,Hyderabad,2007,78000,Diesel,Manual,6.0,6.2,Mitsubishi
3342,Honda City i DTEC SV,Mumbai,2014,25000,Diesel,Manual,5.0,6.15,Honda
3343,Maruti Alto K10 2010-2014 VXI,Pune,2012,12600,Petrol,Manual,5.0,2.4,Maruti
3344,Maruti Swift Ldi BSIII,Pune,2009,80000,Diesel,Manual,5.0,2.15,Maruti
3345,Hyundai Grand i10 Magna,Kolkata,2016,21000,Petrol,Manual,5.0,3.75,Hyundai
3346,Ford Figo Petrol ZXI,Mumbai,2011,32000,Petrol,Manual,5.0,2.15,Ford
3347,Hyundai Grand i10 SportZ Edition,Bangalore,2015,50000,Petrol,Manual,5.0,4.75,Hyundai
3348,Maruti SX4 Vxi BSIV,Mumbai,2010,47500,Petrol,Manual,5.0,2.45,Maruti
3349,Honda City i-VTEC VX,Mumbai,2017,7500,Petrol,Manual,5.0,11.15,Honda
3350,Renault Duster 110PS Diesel RxZ AMT,Jaipur,2016,68163,Diesel,Automatic,5.0,8.9,Renault
3351,Honda Amaze S i-Dtech,Ahmedabad,2014,61000,Diesel,Manual,5.0,4.35,Honda
3352,Toyota Innova 2.5 Z Diesel 7 Seater,Jaipur,2015,100000,Diesel,Manual,7.0,12.0,Toyota
3353,BMW 3 Series 320d Highline,Mumbai,2009,61500,Diesel,Automatic,5.0,8.5,BMW
3354,Hyundai i10 Magna 1.1 iTech SE,Kochi,2017,42883,Petrol,Manual,5.0,4.27,Hyundai
3355,Renault Duster 85PS Diesel RxL Optional with Nav,Jaipur,2012,97000,Diesel,Manual,5.0,4.25,Renault
3356,Mitsubishi Outlander 2.4,Bangalore,2010,39525,Petrol,Automatic,5.0,9.25,Mitsubishi
3357,Maruti Vitara Brezza LDi,Kochi,2017,35384,Diesel,Manual,5.0,8.61,Maruti
3358,Mercedes-Benz R-Class R350 CDI 4MATIC,Hyderabad,2010,46000,Diesel,Automatic,7.0,28.0,Mercedes-Benz
3359,Ford EcoSport 1.5 Diesel Titanium,Coimbatore,2018,32189,Diesel,Manual,5.0,9.25,Ford
3360,Hyundai Verna 1.6 CRDI AT SX Option,Chennai,2016,27000,Diesel,Automatic,5.0,8.6,Hyundai
3361,Volkswagen Polo 1.2 MPI Highline,Coimbatore,2018,22734,Petrol,Manual,5.0,7.53,Volkswagen
3362,Renault Duster 110PS Diesel RxL,Mumbai,2014,58002,Diesel,Manual,5.0,5.75,Renault
3363,Honda Brio S Option AT,Chennai,2012,31500,Petrol,Automatic,5.0,4.15,Honda
3364,Ford Figo 2015-2019 1.2P Titanium MT,Coimbatore,2017,30933,Petrol,Manual,5.0,5.84,Ford
3365,Audi A6 2.0 TDI Design Edition,Kolkata,2012,27090,Diesel,Automatic,5.0,16.5,Audi
3366,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Mumbai,2015,29500,Diesel,Automatic,7.0,43.0,BMW
3367,Hyundai i10 Sportz Option,Pune,2013,45000,Petrol,Manual,5.0,3.55,Hyundai
3368,Hyundai i20 1.2 Asta Option,Hyderabad,2018,11691,Petrol,Manual,5.0,8.9,Hyundai
3369,Skoda Octavia L and K 1.9 TDI MT,Hyderabad,2006,121000,Diesel,Manual,5.0,2.5,Skoda
3370,Hyundai Verna Transform SX VGT CRDi,Hyderabad,2010,118077,Diesel,Manual,5.0,3.85,Hyundai
3371,Hyundai Verna 1.6 SX VTVT (O) AT,Chennai,2012,36300,Petrol,Automatic,5.0,7.5,Hyundai
3372,Hyundai Getz GVS,Mumbai,2005,90000,Petrol,Manual,5.0,1.8,Hyundai
3373,Ford Figo Diesel EXI,Chennai,2010,78000,Diesel,Manual,5.0,2.25,Ford
3374,Audi A6 2011-2015 35 TDI Technology,Mumbai,2015,42000,Diesel,Automatic,5.0,24.25,Audi
3375,Volkswagen Polo 1.2 MPI Highline,Mumbai,2015,27000,Petrol,Manual,5.0,4.35,Volkswagen
3376,BMW X1 sDrive20d,Kolkata,2012,22000,Diesel,Automatic,5.0,11.5,BMW
3377,Honda City i VTEC SV,Kolkata,2014,49000,Petrol,Manual,5.0,4.75,Honda
3378,Hyundai i20 Sportz Option Diesel,Hyderabad,2012,42600,Diesel,Manual,5.0,4.99,Hyundai
3379,Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2018,12794,Petrol,Automatic,5.0,9.15,Honda
3380,Honda CR-V 2.4 AT,Hyderabad,2014,88046,Petrol,Automatic,5.0,13.99,Honda
3381,Mercedes-Benz A Class A180 CDI,Bangalore,2014,8000,Diesel,Automatic,5.0,19.75,Mercedes-Benz
3382,Mahindra XUV500 AT W10 AWD,Coimbatore,2018,82739,Diesel,Automatic,7.0,16.77,Mahindra
3383,Mahindra Bolero SLX 2WD,Bangalore,2006,193000,Diesel,Manual,7.0,2.5,Mahindra
3384,Renault Scala RxL AT,Mumbai,2013,7000,Petrol,Automatic,5.0,3.65,Renault
3385,Land Rover Freelander 2 HSE SD4,Ahmedabad,2012,60000,Diesel,Automatic,5.0,23.5,Land
3386,Maruti Alto 800 VXI,Pune,2017,38000,Petrol,Manual,5.0,3.11,Maruti
3387,Toyota Etios G,Kochi,2013,56344,Petrol,Manual,5.0,4.57,Toyota
3388,Hyundai i20 Sportz Option,Mumbai,2014,17858,Petrol,Manual,5.0,5.32,Hyundai
3389,Hyundai i10 Sportz,Hyderabad,2012,53000,Petrol,Manual,5.0,3.2,Hyundai
3390,Maruti Swift VDI BSIV,Kochi,2016,67906,Diesel,Manual,5.0,5.63,Maruti
